5.84789	-0.421365	0.906897	
5.86679	-0.404144	0.914701	
5.8857	-0.386779	0.922178	
5.90461	-0.369275	0.929326	
5.92351	-0.351639	0.936141	
5.94242	-0.333878	0.942622	
5.96132	-0.315997	0.948765	
5.98023	-0.298003	0.95457	
5.99914	-0.279903	0.960033	
6.01804	-0.261703	0.965154	
6.03695	-0.243409	0.969929	
6.05585	-0.225028	0.974357	
6.07476	-0.206567	0.978438	
6.09366	-0.188032	0.982168	
6.11257	-0.16943	0.985548	
6.13148	-0.150767	0.988575	
6.15038	-0.13205	0.991248	
6.16929	-0.113286	0.993568	
6.18819	-0.0944818	0.995532	
6.2071	-0.0756435	0.99714	
6.22601	-0.0567783	0.998392	
6.24491	-0.0378927	0.999287	
6.26382	-0.0189936	0.999825	
6.28272	-8.76714e-05	1.00001	
